query,sql_text,plan_json,execution_time,reward
20505.sql,"
WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        p.ViewCount,
        p.Score,
        ROW_NUMBER() OVER (PARTITION BY p.PostTypeId ORDER BY p.Score DESC) AS Rank,
        COUNT(c.Id) OVER (PARTITION BY p.Id) AS CommentCount
    FROM 
        Posts p
    LEFT JOIN 
        Comments c ON p.Id = c.PostId
    WHERE 
        p.CreationDate >= '2020-01-01 00:00:00'
),
RecentBadges AS (
    SELECT 
        b.UserId,
        b.Name AS BadgeName,
        b.Date AS ObtainedDate,
        DENSE_RANK() OVER (PARTITION BY b.UserId ORDER BY b.Date DESC) AS BadgeRank
    FROM 
        Badges b
    WHERE 
        b.Date >= CURRENT_DATE - INTERVAL '1 year'
),
TopUsers AS (
    SELECT 
        u.Id AS UserId,
        u.DisplayName,
        u.Reputation,
        RANK() OVER (ORDER BY u.Reputation DESC) AS UserRank
    FROM 
        Users u
    WHERE 
        u.Reputation > 100
),
QuestionStats AS (
    SELECT 
        p.Id AS QuestionId,
        COUNT(DISTINCT c.Id) AS TotalComments,
        SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS Upvotes,
        SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS Downvotes
    FROM 
        Posts p
    LEFT JOIN 
        Comments c ON p.Id = c.PostId
    LEFT JOIN 
        Votes v ON p.Id = v.PostId
    WHERE 
        p.PostTypeId = 1
    GROUP BY 
        p.Id
)
SELECT 
    rp.PostId,
    rp.Title,
    rp.CreationDate,
    rp.ViewCount,
    rp.Score,
    rp.Rank,
    bs.BadgeName,
    tu.DisplayName,
    tu.Reputation,
    qs.TotalComments,
    qs.Upvotes,
    qs.Downvotes,
    CASE 
        WHEN qs.TotalComments IS NULL THEN 'No Comments'
        ELSE CONCAT(qs.TotalComments, ' comments')
    END AS CommentInfo,
    CASE 
        WHEN rp.ViewCount > 100 THEN 'Highly Viewed'
        ELSE 'Low Views'
    END AS ViewCategory,
    COALESCE(tu.UserRank, 9999) AS UserRankFallback,
    CASE 
        WHEN rp.Score IS NULL THEN 'Score Not Found'
        ELSE CONCAT('Score: ', rp.Score)
    END AS ScoreInfo
FROM 
    RankedPosts rp
LEFT JOIN 
    RecentBadges bs ON bs.UserId = rp.PostId
LEFT JOIN 
    TopUsers tu ON tu.UserId = rp.PostId
LEFT JOIN 
    QuestionStats qs ON qs.QuestionId = rp.PostId
WHERE 
    rp.Rank <= 3
ORDER BY 
    rp.CreationDate DESC, rp.Score DESC;
",,24.341,-0.005205497498084909
4806.sql,"
WITH RankedUsers AS (
    SELECT 
        U.Id,
        U.DisplayName,
        U.Reputation,
        ROW_NUMBER() OVER (ORDER BY U.Reputation DESC) AS UserRank
    FROM Users U
    WHERE U.Reputation > 1000
),
PostSummary AS (
    SELECT 
        P.Id AS PostId,
        P.Title,
        COUNT(C.Id) AS CommentCount,
        AVG(V.VoteTypeId) AS AverageVoteType,
        P.OwnerUserId,
        CASE 
            WHEN P.AcceptedAnswerId IS NOT NULL THEN 'Accepted' 
            ELSE 'Not Accepted' 
        END AS AcceptanceStatus
    FROM Posts P
    LEFT JOIN Comments C ON P.Id = C.PostId
    LEFT JOIN Votes V ON P.Id = V.PostId AND V.VoteTypeId = 2 
    GROUP BY P.Id, P.Title, P.OwnerUserId, P.AcceptedAnswerId
),
PostWithOwner AS (
    SELECT 
        PS.PostId,
        PS.Title,
        PS.CommentCount,
        PS.AverageVoteType,
        U.DisplayName AS OwnerDisplayName,
        PS.AcceptanceStatus,
        PS.OwnerUserId
    FROM PostSummary PS
    JOIN Users U ON PS.OwnerUserId = U.Id
)
SELECT 
    PWO.OwnerDisplayName,
    PWO.Title,
    PWO.CommentCount,
    PWO.AcceptanceStatus,
    RU.UserRank,
    CASE 
        WHEN PWO.CommentCount > 10 THEN 'Highly Engaged'
        ELSE 'Less Engaged'
    END AS EngagementLevel
FROM PostWithOwner PWO
LEFT JOIN RankedUsers RU ON PWO.OwnerUserId = RU.Id
WHERE RU.UserRank IS NOT NULL
ORDER BY RU.UserRank, PWO.CommentCount DESC;
",,24.696,-0.005281416795230472
18111.sql,"
SELECT 
    P.Title,
    P.CreationDate,
    U.DisplayName AS OwnerDisplayName,
    P.Score,
    P.ViewCount,
    COUNT(C.Id) AS CommentCount
FROM 
    Posts P
JOIN 
    Users U ON P.OwnerUserId = U.Id
LEFT JOIN 
    Comments C ON P.Id = C.PostId
WHERE 
    P.PostTypeId = 1  
GROUP BY 
    P.Title, P.CreationDate, U.DisplayName, P.Score, P.ViewCount
ORDER BY 
    P.CreationDate DESC
LIMIT 10;
",,10.55,-0.00225619319686109
24240.sql,"WITH UserBadgeStats AS (
    SELECT 
        u.Id AS UserId,
        u.Reputation,
        COUNT(b.Id) AS BadgeCount,
        SUM(CASE WHEN b.Class = 1 THEN 1 ELSE 0 END) AS GoldBadges,
        SUM(CASE WHEN b.Class = 2 THEN 1 ELSE 0 END) AS SilverBadges,
        SUM(CASE WHEN b.Class = 3 THEN 1 ELSE 0 END) AS BronzeBadges
    FROM 
        Users u
    LEFT JOIN 
        Badges b ON u.Id = b.UserId
    GROUP BY 
        u.Id, u.Reputation
),
TopUsers AS (
    SELECT 
        UserId,
        Reputation,
        BadgeCount,
        GoldBadges,
        SilverBadges,
        BronzeBadges,
        RANK() OVER (ORDER BY Reputation DESC, BadgeCount DESC) AS Rank
    FROM 
        UserBadgeStats
),
PostStats AS (
    SELECT 
        p.OwnerUserId,
        COUNT(p.Id) AS PostCount,
        SUM(CASE WHEN p.PostTypeId = 1 THEN 1 ELSE 0 END) AS QuestionCount,
        SUM(CASE WHEN p.PostTypeId = 2 THEN 1 ELSE 0 END) AS AnswerCount,
        SUM(CASE WHEN p.Score > 0 THEN 1 ELSE 0 END) AS PositiveScoreCount
    FROM 
        Posts p
    GROUP BY 
        p.OwnerUserId
),
FinalReport AS (
    SELECT 
        u.Id AS UserId,
        u.DisplayName,
        u.Reputation,
        UPPER(u.Location) AS Location,
        COALESCE(ps.PostCount, 0) AS TotalPosts,
        COALESCE(ps.QuestionCount, 0) AS TotalQuestions,
        COALESCE(ps.AnswerCount, 0) AS TotalAnswers,
        COALESCE(ps.PositiveScoreCount, 0) AS TotalPositiveScores,
        tb.BadgeCount,
        tb.GoldBadges,
        tb.SilverBadges,
        tb.BronzeBadges,
        tb.Rank
    FROM 
        Users u
    LEFT JOIN 
        PostStats ps ON u.Id = ps.OwnerUserId
    LEFT JOIN 
        TopUsers tb ON u.Id = tb.UserId
)
SELECT 
    fr.UserId,
    fr.DisplayName,
    fr.Reputation,
    fr.Location,
    fr.TotalPosts,
    fr.TotalQuestions,
    fr.TotalAnswers,
    fr.TotalPositiveScores,
    fr.BadgeCount,
    fr.GoldBadges,
    fr.SilverBadges,
    fr.BronzeBadges,
    fr.Rank
FROM 
    FinalReport fr
WHERE 
    (fr.Reputation IS NOT NULL OR fr.BadgeCount > 0) 
    AND (fr.TotalPosts > 0 OR fr.TotalQuestions > 0 OR fr.TotalAnswers > 0)
ORDER BY 
    fr.Rank ASC,
    fr.Reputation DESC
OFFSET 10 ROWS FETCH NEXT 10 ROWS ONLY;",,25.345,-0.0054202101018430635
29975.sql,"
WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.Body,
        p.CreationDate,
        p.ViewCount,
        p.Score,
        p.Tags,
        ROW_NUMBER() OVER (PARTITION BY p.PostTypeId ORDER BY p.CreationDate DESC) AS Rank
    FROM 
        Posts p
    WHERE 
        p.CreationDate >= '2024-10-01 12:34:56'::timestamp - INTERVAL '1 year'
),
TopRankedPosts AS (
    SELECT 
        rp.PostId,
        rp.Title,
        rp.Body,
        rp.CreationDate,
        rp.ViewCount,
        rp.Score,
        rp.Tags
    FROM 
        RankedPosts rp
    WHERE 
        rp.Rank <= 5
),
PopularTags AS (
    SELECT 
        LOWER(TRIM(UNNEST(string_to_array(SUBSTRING(p.Tags FROM 2 FOR LENGTH(p.Tags) - 2), '><')))) AS Tag,
        COUNT(*) AS TagCount
    FROM 
        Posts p
    WHERE 
        p.CreationDate >= '2024-10-01 12:34:56'::timestamp - INTERVAL '1 year'
    GROUP BY 
        Tag
    ORDER BY 
        TagCount DESC
    LIMIT 10
)
SELECT 
    trp.Title,
    trp.ViewCount,
    trp.Score,
    ARRAY_AGG(DISTINCT pt.Name) AS PostTypes,
    ARRAY_AGG(DISTINCT pgt.Tag) AS PopularTags
FROM 
    TopRankedPosts trp
LEFT JOIN 
    PostTypes pt ON trp.PostId IN (SELECT p.Id FROM Posts p WHERE p.PostTypeId = pt.Id)
LEFT JOIN 
    PopularTags pgt ON pgt.Tag = ANY(string_to_array(SUBSTRING(trp.Tags FROM 2 FOR LENGTH(trp.Tags) - 2), '><'))
GROUP BY 
    trp.PostId, trp.Title, trp.ViewCount, trp.Score
ORDER BY 
    trp.Score DESC, trp.ViewCount DESC;
",,13.383,-0.0028620505738001863
16896.sql,"
SELECT 
    p.Id AS PostId,
    p.Title,
    p.CreationDate,
    u.DisplayName AS Owner,
    COUNT(c.Id) AS CommentCount
FROM 
    Posts p
JOIN 
    Users u ON p.OwnerUserId = u.Id
LEFT JOIN 
    Comments c ON p.Id = c.PostId
WHERE 
    p.PostTypeId = 1 
GROUP BY 
    p.Id, p.Title, p.CreationDate, u.DisplayName
ORDER BY 
    p.CreationDate DESC
LIMIT 10;
",,8.182,-0.0017497794063239278
9134.sql,"
WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        p.Score,
        p.ViewCount,
        COUNT(c.Id) AS CommentCount,
        RANK() OVER (PARTITION BY p.PostTypeId ORDER BY p.Score DESC, p.CreationDate DESC) AS Rank
    FROM 
        Posts p
    LEFT JOIN 
        Comments c ON p.Id = c.PostId
    WHERE 
        p.CreationDate >= TIMESTAMP '2024-10-01 12:34:56' - INTERVAL '1 year'
    GROUP BY 
        p.Id, p.Title, p.CreationDate, p.Score, p.ViewCount
),
TopRankedPosts AS (
    SELECT 
        rp.PostId,
        rp.Title,
        rp.CreationDate,
        rp.Score,
        rp.ViewCount,
        rp.CommentCount
    FROM 
        RankedPosts rp
    WHERE 
        rp.Rank <= 5
)
SELECT 
    trp.Title,
    trp.CreationDate,
    trp.Score,
    trp.ViewCount,
    SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes,
    SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes,
    (SELECT COUNT(*) FROM PostHistory ph WHERE ph.PostId = trp.PostId AND ph.PostHistoryTypeId = 10) AS CloseCount,
    (SELECT COUNT(*) FROM PostHistory ph WHERE ph.PostId = trp.PostId AND ph.PostHistoryTypeId = 11) AS ReopenCount
FROM 
    TopRankedPosts trp
LEFT JOIN 
    Votes v ON trp.PostId = v.PostId
GROUP BY 
    trp.PostId, trp.Title, trp.CreationDate, trp.Score, trp.ViewCount
ORDER BY 
    trp.Score DESC, trp.CreationDate DESC;
",,11.691,-0.0025002042336021804
23706.sql,"
WITH UserVoteStatistics AS (
    SELECT 
        u.Id AS UserId,
        u.DisplayName,
        COUNT(CASE WHEN v.VoteTypeId = 2 THEN 1 END) AS UpVotes,
        COUNT(CASE WHEN v.VoteTypeId = 3 THEN 1 END) AS DownVotes,
        SUM(CASE WHEN v.VoteTypeId IN (2, 3) THEN 1 ELSE 0 END) AS TotalVotes,
        AVG(CASE WHEN v.VoteTypeId = 2 THEN v.BountyAmount ELSE NULL END) AS AvgBountyForUpvotes,
        AVG(CASE WHEN v.VoteTypeId = 3 THEN v.BountyAmount ELSE NULL END) AS AvgBountyForDownvotes
    FROM 
        Users u
    LEFT JOIN 
        Votes v ON u.Id = v.UserId
    GROUP BY 
        u.Id, u.DisplayName
),
TagPostCount AS (
    SELECT 
        t.Id AS TagId,
        t.TagName,
        COUNT(DISTINCT p.Id) AS PostCount
    FROM 
        Tags t
    LEFT JOIN 
        Posts p ON p.Tags LIKE CONCAT('%', t.TagName, '%')
    GROUP BY 
        t.Id, t.TagName
),
UserBadges AS (
    SELECT 
        u.Id AS UserId,
        COUNT(b.Id) AS TotalBadges,
        COUNT(CASE WHEN b.Class = 1 THEN 1 END) AS GoldBadges,
        COUNT(CASE WHEN b.Class = 2 THEN 1 END) AS SilverBadges,
        COUNT(CASE WHEN b.Class = 3 THEN 1 END) AS BronzeBadges
    FROM 
        Users u
    LEFT JOIN 
        Badges b ON u.Id = b.UserId
    GROUP BY 
        u.Id
),
PostHistoryAnalytics AS (
    SELECT 
        p.Id AS PostId,
        COUNT(DISTINCT ph.Id) AS HistoryCount,
        MAX(CASE WHEN ph.PostHistoryTypeId = 10 THEN ph.CreationDate ELSE NULL END) AS CloseDate,
        COUNT(CASE WHEN ph.PostHistoryTypeId IN (10, 11, 12) THEN 1 ELSE NULL END) AS ClosureActions
    FROM 
        Posts p
    LEFT JOIN 
        PostHistory ph ON p.Id = ph.PostId
    GROUP BY 
        p.Id
)
SELECT 
    u.DisplayName AS UserName,
    ups.UpVotes,
    ups.DownVotes,
    ups.TotalVotes,
    ups.AvgBountyForUpvotes,
    ups.AvgBountyForDownvotes,
    tpc.TagName,
    tpc.PostCount,
    ub.TotalBadges,
    ub.GoldBadges,
    ub.SilverBadges,
    ub.BronzeBadges,
    pha.PostId,
    pha.HistoryCount,
    pha.CloseDate,
    pha.ClosureActions
FROM 
    UserVoteStatistics ups
JOIN 
    Users u ON ups.UserId = u.Id
LEFT JOIN 
    TagPostCount tpc ON tpc.TagId = (
        SELECT id FROM Tags ORDER BY RANDOM() LIMIT 1
    )
LEFT JOIN 
    UserBadges ub ON ub.UserId = u.Id
LEFT JOIN 
    PostHistoryAnalytics pha ON pha.PostId = (
        SELECT id FROM Posts ORDER BY RANDOM() LIMIT 1
    )
WHERE 
    (u.Reputation >= 100 OR ups.TotalVotes > 10)
    AND (tpc.PostCount > 10)
ORDER BY 
    ups.UpVotes DESC, ups.DownVotes ASC
LIMIT 50;
",,298.393,-0.06381348403705887
2956.sql,"WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.Score,
        p.CreationDate,
        p.LastActivityDate,
        U.DisplayName AS OwnerDisplayName,
        DENSE_RANK() OVER (PARTITION BY p.PostTypeId ORDER BY p.Score DESC) AS ScoreRank
    FROM 
        Posts p
    JOIN 
        Users U ON p.OwnerUserId = U.Id
    WHERE 
        p.Score IS NOT NULL
),
PopularPosts AS (
    SELECT 
        rp.PostId, 
        rp.Title, 
        rp.Score, 
        rp.CreationDate,
        rp.OwnerDisplayName
    FROM 
        RankedPosts rp
    WHERE 
        rp.ScoreRank <= 10
),
PostComments AS (
    SELECT 
        c.PostId,
        COUNT(c.Id) AS CommentCount
    FROM 
        Comments c
    GROUP BY 
        c.PostId
),
FinalResults AS (
    SELECT 
        pp.PostId,
        pp.Title,
        pp.Score,
        pp.OwnerDisplayName,
        COALESCE(pc.CommentCount, 0) AS CommentCount
    FROM 
        PopularPosts pp
    LEFT JOIN 
        PostComments pc ON pp.PostId = pc.PostId
)
SELECT 
    fr.PostId,
    fr.Title,
    fr.Score,
    fr.OwnerDisplayName,
    fr.CommentCount,
    CASE
        WHEN fr.Score > 50 THEN 'High Score'
        WHEN fr.Score BETWEEN 20 AND 50 THEN 'Medium Score'
        ELSE 'Low Score'
    END AS ScoreCategory
FROM 
    FinalResults fr
WHERE 
    fr.CommentCount > 5
ORDER BY 
    fr.Score DESC,
    fr.PostId;
",,19.852,-0.004245492639249892
7352.sql,"WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        p.ViewCount,
        p.Score,
        p.OwnerUserId,
        ROW_NUMBER() OVER (PARTITION BY p.OwnerUserId ORDER BY p.ViewCount DESC) AS RankByViews,
        ROW_NUMBER() OVER (PARTITION BY p.OwnerUserId ORDER BY p.Score DESC) AS RankByScore
    FROM 
        Posts p
    WHERE 
        p.PostTypeId IN (1, 2)  
),
TopPosts AS (
    SELECT 
        rp.PostId,
        rp.Title,
        rp.CreationDate,
        rp.ViewCount,
        rp.Score,
        u.DisplayName AS OwnerDisplayName,
        rp.RankByViews,
        rp.RankByScore
    FROM 
        RankedPosts rp
    JOIN 
        Users u ON rp.OwnerUserId = u.Id
    WHERE 
        rp.RankByViews <= 5 OR rp.RankByScore <= 5
),
PostStats AS (
    SELECT 
        tp.OwnerDisplayName,
        COUNT(tp.PostId) AS TotalPosts,
        SUM(tp.ViewCount) AS TotalViews,
        SUM(tp.Score) AS TotalScore
    FROM 
        TopPosts tp
    GROUP BY 
        tp.OwnerDisplayName
)
SELECT 
    ps.OwnerDisplayName,
    ps.TotalPosts,
    ps.TotalViews,
    ps.TotalScore,
    CASE 
        WHEN ps.TotalScore > 100 THEN 'High Scorer'
        WHEN ps.TotalScore BETWEEN 50 AND 100 THEN 'Medium Scorer'
        ELSE 'Low Scorer'
    END AS ScoreCategory
FROM 
    PostStats ps
ORDER BY 
    ps.TotalScore DESC;",,25.037,-0.005354342091925223
7429.sql,"WITH UserBadgeCounts AS (
    SELECT 
        U.Id AS UserId,
        COUNT(B.Id) AS BadgeCount
    FROM 
        Users U
    LEFT JOIN 
        Badges B ON U.Id = B.UserId
    GROUP BY 
        U.Id
),
PostVoteStats AS (
    SELECT 
        P.Id AS PostId,
        COUNT(V.Id) AS VoteCount,
        SUM(CASE WHEN V.VoteTypeId = 2 THEN 1 ELSE 0 END) AS UpVotes,
        SUM(CASE WHEN V.VoteTypeId = 3 THEN 1 ELSE 0 END) AS DownVotes
    FROM 
        Posts P
    LEFT JOIN 
        Votes V ON P.Id = V.PostId
    GROUP BY 
        P.Id
),
ClosedPostDetails AS (
    SELECT 
        P.Id AS PostId,
        COUNT(PH.Id) AS CloseCount,
        MAX(PH.CreationDate) AS LastClosedDate
    FROM 
        Posts P
    JOIN 
        PostHistory PH ON P.Id = PH.PostId
    WHERE 
        PH.PostHistoryTypeId = 10
    GROUP BY 
        P.Id
),
UserPostStats AS (
    SELECT 
        U.Id AS UserId,
        COUNT(P.Id) AS TotalPosts,
        COALESCE(CLOSED.CloseCount, 0) AS ClosedPosts,
        COALESCE(PS.VoteCount, 0) AS TotalVotes,
        COALESCE(PS.UpVotes, 0) AS TotalUpVotes,
        COALESCE(PS.DownVotes, 0) AS TotalDownVotes,
        COALESCE(UBC.BadgeCount, 0) AS BadgeCount
    FROM 
        Users U
    LEFT JOIN 
        Posts P ON U.Id = P.OwnerUserId
    LEFT JOIN 
        PostVoteStats PS ON P.Id = PS.PostId
    LEFT JOIN 
        ClosedPostDetails CLOSED ON P.Id = CLOSED.PostId
    LEFT JOIN 
        UserBadgeCounts UBC ON U.Id = UBC.UserId
    GROUP BY 
        U.Id, CLOSED.CloseCount, PS.VoteCount, PS.UpVotes, PS.DownVotes, UBC.BadgeCount
)
SELECT 
    U.DisplayName,
    U.Reputation,
    U.CreationDate,
    USP.TotalPosts,
    USP.ClosedPosts,
    USP.TotalVotes,
    USP.TotalUpVotes,
    USP.TotalDownVotes,
    USP.BadgeCount
FROM 
    UserPostStats USP
JOIN 
    Users U ON USP.UserId = U.Id
WHERE 
    USP.TotalPosts > 10
ORDER BY 
    U.Reputation DESC, USP.TotalPosts DESC;
",,27.755,-0.005935605893732658
32091.sql,"
WITH RecursivePostVotes AS (
    SELECT 
        p.Id AS PostId,
        p.ViewCount,
        COALESCE(vt.Name, 'No Vote') AS VoteType,
        ROW_NUMBER() OVER (PARTITION BY p.Id ORDER BY v.CreationDate DESC) AS VoteRank,
        COUNT(v.Id) OVER (PARTITION BY p.Id) AS TotalVotes
    FROM 
        Posts p
    LEFT JOIN 
        Votes v ON p.Id = v.PostId
    LEFT JOIN 
        VoteTypes vt ON v.VoteTypeId = vt.Id
), 
PostScoreHistory AS (
    SELECT 
        ph.PostId,
        ph.CreationDate,
        SUM(COALESCE(p.Score, 0)) AS TotalScore,
        COUNT(DISTINCT ph.UserId) AS EditCount
    FROM 
        PostHistory ph
    JOIN 
        Posts p ON ph.PostId = p.Id
    WHERE 
        ph.PostHistoryTypeId IN (4, 5, 6)
    GROUP BY 
        ph.PostId, 
        ph.CreationDate
),
UsersWithBadges AS (
    SELECT 
        u.Id AS UserId, 
        u.DisplayName, 
        COUNT(b.Id) AS BadgeCount
    FROM 
        Users u
    LEFT JOIN 
        Badges b ON u.Id = b.UserId
    GROUP BY 
        u.Id, 
        u.DisplayName
),
PostAnalytics AS (
    SELECT 
        p.Title,
        p.Id,
        p.CreationDate,
        COALESCE(rv.VoteType, 'No Votes') AS LatestVote,
        ph.TotalScore,
        ph.EditCount,
        u.BadgeCount,
        DENSE_RANK() OVER (ORDER BY ph.TotalScore DESC) AS ScoreRank
    FROM 
        Posts p
    LEFT JOIN 
        RecursivePostVotes rv ON p.Id = rv.PostId
    LEFT JOIN 
        PostScoreHistory ph ON p.Id = ph.PostId
    LEFT JOIN 
        UsersWithBadges u ON p.OwnerUserId = u.UserId
    WHERE 
        p.CreationDate >= CURRENT_TIMESTAMP - INTERVAL '1 year'
        AND (p.Score > 0 OR ph.EditCount > 5)
)

SELECT 
    pa.Title,
    pa.Id,
    pa.CreationDate,
    pa.LatestVote,
    pa.TotalScore,
    pa.EditCount,
    pa.BadgeCount,
    CASE 
        WHEN pa.BadgeCount = 0 THEN 'No Badges'
        ELSE 'Has Badges'
    END AS BadgeStatus
FROM 
    PostAnalytics pa
WHERE 
    pa.ScoreRank <= 10
ORDER BY 
    pa.TotalScore DESC, 
    pa.EditCount DESC;
",,21.971,-0.004698655993197631
34744.sql,"
WITH RankedPosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        u.DisplayName AS OwnerDisplayName,
        COALESCE(a.AcceptedAnswerId, 0) AS AcceptedAnswerId,
        p.Score,
        p.ViewCount,
        ROW_NUMBER() OVER (PARTITION BY p.OwnerUserId ORDER BY p.CreationDate DESC) AS OwnerPostRank
    FROM 
        Posts p
    LEFT JOIN 
        Users u ON p.OwnerUserId = u.Id
    LEFT JOIN 
        Posts a ON p.AcceptedAnswerId = a.Id
    WHERE 
        p.PostTypeId = 1 
),

PostStats AS (
    SELECT 
        rp.PostId,
        rp.Title,
        rp.CreationDate,
        rp.OwnerDisplayName,
        rp.AcceptedAnswerId,
        rp.Score,
        rp.ViewCount,
        (SELECT COUNT(*) FROM Comments c WHERE c.PostId = rp.PostId) AS CommentCount,
        (SELECT COUNT(*) FROM Votes v WHERE v.PostId = rp.PostId AND v.VoteTypeId = 2) AS UpVotes
    FROM 
        RankedPosts rp
    WHERE 
        rp.OwnerPostRank = 1 
),

PopularTags AS (
    SELECT 
        t.TagName,
        COUNT(p.Id) AS TagUsage
    FROM 
        Tags t
    JOIN 
        Posts p ON p.Tags LIKE CONCAT('%', t.TagName, '%')
    GROUP BY 
        t.TagName
    HAVING 
        COUNT(p.Id) > 10 
)

SELECT 
    ps.PostId,
    ps.Title,
    ps.CreationDate,
    ps.OwnerDisplayName,
    ps.Score,
    ps.ViewCount,
    ps.CommentCount,
    ps.UpVotes,
    pt.TagName,
    pt.TagUsage
FROM 
    PostStats ps
LEFT JOIN 
    PopularTags pt ON ps.Title LIKE CONCAT('%', pt.TagName, '%') 
ORDER BY 
    ps.Score DESC, ps.ViewCount DESC;
",,387.64,-0.08289959533945335
7874.sql,"WITH UserBadges AS (
    SELECT 
        u.Id AS UserId, 
        u.DisplayName, 
        COUNT(b.Id) AS BadgeCount
    FROM 
        Users u
    LEFT JOIN 
        Badges b ON u.Id = b.UserId
    GROUP BY 
        u.Id, u.DisplayName
),
ActivePosts AS (
    SELECT 
        p.Id AS PostId,
        p.Title,
        p.CreationDate,
        p.OwnerUserId,
        p.Score,
        p.AnswerCount,
        p.CommentCount,
        p.ViewCount,
        u.DisplayName AS OwnerDisplayName
    FROM 
        Posts p
    JOIN 
        Users u ON p.OwnerUserId = u.Id
    WHERE 
        p.CreationDate >= cast('2024-10-01 12:34:56' as timestamp) - INTERVAL '30 days'
        AND p.Score > 0
),
PostVoteStats AS (
    SELECT 
        p.Id AS PostId,
        SUM(CASE WHEN v.VoteTypeId = 2 THEN 1 ELSE 0 END) AS Upvotes,
        SUM(CASE WHEN v.VoteTypeId = 3 THEN 1 ELSE 0 END) AS Downvotes,
        COUNT(v.Id) AS TotalVotes
    FROM 
        Posts p
    LEFT JOIN 
        Votes v ON p.Id = v.PostId
    WHERE 
        p.CreationDate >= cast('2024-10-01 12:34:56' as timestamp) - INTERVAL '30 days'
    GROUP BY 
        p.Id
)
SELECT 
    up.UserId,
    up.DisplayName,
    up.BadgeCount,
    ap.PostId,
    ap.Title,
    ap.CreationDate,
    ap.Score,
    ap.AnswerCount,
    ap.CommentCount,
    ap.ViewCount,
    pvs.Upvotes,
    pvs.Downvotes,
    pvs.TotalVotes
FROM 
    UserBadges up
JOIN 
    ActivePosts ap ON up.UserId = ap.OwnerUserId
JOIN 
    PostVoteStats pvs ON ap.PostId = pvs.PostId
ORDER BY 
    up.BadgeCount DESC, ap.Score DESC
LIMIT 
    100;",,9.388,-0.002007691159443783
18971.sql,"SELECT p.Id, p.Title, p.CreationDate, u.DisplayName
FROM Posts p
JOIN Users u ON p.OwnerUserId = u.Id
WHERE p.PostTypeId = 1 
ORDER BY p.CreationDate DESC
LIMIT 10;",,5.276,-0.001128310455605603
